Localidad,Codigo UTA 2020,Codigo UTA 2010,Latitud,Longitud,Municipio,Departamento,Provincia
JUAN VICENTY,060630063000028,060630063000028,-37.7626686,-58.1461758,BALCARCE,BALCARCE,BUENOS AIRES
EL VOLCAN,060630063000021,060630063000021,-37.79414749,-58.02572635,BALCARCE,BALCARCE,BUENOS AIRES
ESQ DE LAHITTE,060630063000022,060630063000022,-38.0503027,-58.338549,BALCARCE,BALCARCE,BUENOS AIRES
CUARTEL III,060630063000008,060630063000008,-37.84080652,-58.22663392,BALCARCE,BALCARCE,BUENOS AIRES
LOS PINOS,060630063020000,060630063020000,-37.94120576,-58.32259202,BALCARCE,BALCARCE,BUENOS AIRES
RAMOS OTERO,060630063040000,060630063040000,-37.54263537,-58.34071855,BALCARCE,BALCARCE,BUENOS AIRES
LA ESPERANZA,060630063000032,060630063000032,-37.7863609,-57.9695415,BALCARCE,BALCARCE,BUENOS AIRES
CINCO CERROS,060630063000006,060630063000006,-37.79638499,-58.26645494,BALCARCE,BALCARCE,BUENOS AIRES
EL PARQUE,060630063000016,060630063000016,-37.8896836,-58.3094936,BALCARCE,BALCARCE,BUENOS AIRES
LA PALOMA,060630063000033,060630063000033,-37.64469,-57.94601,BALCARCE,BALCARCE,BUENOS AIRES
ESTACION LA ALBORADA,060630063000023,060630063000023,-37.4628225,-58.2487315,BALCARCE,BALCARCE,BUENOS AIRES
LLANOS,060630063000039,060630063000039,-37.8875805,-58.1224812,BALCARCE,BALCARCE,BUENOS AIRES
SAN AGUSTIN,060630063050000,060630063050000,-38.01228386,-58.35537776,BALCARCE,BALCARCE,BUENOS AIRES
CABAÑA SAN JUAN,060630063000004,060630063000004,-37.5618482,-58.5553242,BALCARCE,BALCARCE,BUENOS AIRES
LA DELIA,060630063000031,060630063000031,-37.96406555,-58.2235718,BALCARCE,BALCARCE,BUENOS AIRES
NAPALEOFU,060630063030000,060630063030000,-37.62549802,-58.74618624,BALCARCE,BALCARCE,BUENOS AIRES
VILLA LAGUNA LA BRAVA,060630063060000,060630063060000,-37.85962853,-57.98060087,BALCARCE,BALCARCE,BUENOS AIRES
SAN ALBERTO,060630063000043,060630063000043,-37.673091,-58.4530676,BALCARCE,BALCARCE,BUENOS AIRES
EL VIGILANTE,060630063000019,060630063000019,-37.6750758,-57.7660283,BALCARCE,BALCARCE,BUENOS AIRES
EL CERRO,060630063000010,060630063000010,-37.76005173,-58.15893176,BALCARCE,BALCARCE,BUENOS AIRES
EL VERANO,060630063000018,060630063000018,-37.7435626,-58.5568858,BALCARCE,BALCARCE,BUENOS AIRES
LA ADELA,060630063000029,060630063000029,-37.70725251,-57.78824619,BALCARCE,BALCARCE,BUENOS AIRES
PUERTA DEL ABRA,060630063000041,060630063000041,-37.86470526,-58.00974913,BALCARCE,BALCARCE,BUENOS AIRES
LA LATA,066480648000001,066480648000001,-34.9075871,-58.4348955,PRESIDENTE PERON,PRESIDENTE PERON,BUENOS AIRES
GUERNICA,066480648010002,066480648010002,-34.92305921,-58.36502727,PRESIDENTE PERON,PRESIDENTE PERON,BUENOS AIRES
BARRIO AMERICA UNIDA,066480648010001,066480648010001,-34.88619758,-58.41733484,PRESIDENTE PERON,PRESIDENTE PERON,BUENOS AIRES
LA CENTRAL,061610161000010,061610161000010,-34.268046,-59.9192997,CARMEN DE ARECO,CARMEN DE ARECO,BUENOS AIRES
CUARTEL VII,061610161000004,061610161000004,-34.3250111,-59.7470206,CARMEN DE ARECO,CARMEN DE ARECO,BUENOS AIRES
KENNY,061610161000009,061610161000009,-34.3605423,-60.0031342,CARMEN DE ARECO,CARMEN DE ARECO,BUENOS AIRES
LA CRIOLLA,061610161000011,061610161000011,-34.3734875,-59.8916892,CARMEN DE ARECO,CARMEN DE ARECO,BUENOS AIRES
ESCOBEDO,061610161000005,061610161000005,-34.3315903,-59.8419225,CARMEN DE ARECO,CARMEN DE ARECO,BUENOS AIRES
TATAY,061610161000016,061610161000016,-34.3292908,-59.9101174,CARMEN DE ARECO,CARMEN DE ARECO,BUENOS AIRES
CUARTEL VI,061610161000003,061610161000003,-34.30227677,-59.69510017,CARMEN DE ARECO,CARMEN DE ARECO,BUENOS AIRES
TRES SARGENTOS,061610161030000,061610161030000,-34.46647783,-60.00086974,CARMEN DE ARECO,CARMEN DE ARECO,BUENOS AIRES
PUEBLO GOUIN,061610161020000,061610161020000,-34.49511914,-59.80297374,CARMEN DE ARECO,CARMEN DE ARECO,BUENOS AIRES
CARMEN DE ARECO,061610161010000,061610161010000,-34.37769873,-59.82290198,CARMEN DE ARECO,CARMEN DE ARECO,BUENOS AIRES
EX-SANTAMARINA,061610161000007,061610161000007,-34.2743155,-59.8021634,CARMEN DE ARECO,CARMEN DE ARECO,BUENOS AIRES
CUARTEL I,061610161000002,061610161000002,-34.4145467,-59.8540512,CARMEN DE ARECO,CARMEN DE ARECO,BUENOS AIRES
SAN FERMIN,063990399000029,063990399000029,-36.81694412,-62.62127686,GUAMINI,GUAMINI,BUENOS AIRES
COCHICO,063990399000005,063990399000005,-37.0242075,-62.2255125,GUAMINI,GUAMINI,BUENOS AIRES
LA FLORIDA,063990399000016,063990399000016,-36.62937164,-62.33449173,GUAMINI,GUAMINI,BUENOS AIRES
LA FLORA,063990399000015,063990399000015,-36.7139479,-62.6257639,GUAMINI,GUAMINI,BUENOS AIRES
SATURNO,063990399000032,063990399000032,-36.9150065,-62.6805709,GUAMINI,GUAMINI,BUENOS AIRES
FORTIN PAUNERO,063990399000011,063990399000011,-36.81389618,-62.4020195,GUAMINI,GUAMINI,BUENOS AIRES
LA LEGUA,063990399000020,063990399000020,-36.8168384,-62.5517608,GUAMINI,GUAMINI,BUENOS AIRES
GARRE,063990399030000,063990399030000,-36.56043788,-62.59811204,GUAMINI,GUAMINI,BUENOS AIRES
GUAMINI,063990399040000,063990399040000,-37.01208813,-62.41668573,GUAMINI,GUAMINI,BUENOS AIRES
ARROYO VENADO,063990399010000,063990399010000,-37.08646628,-62.53914823,GUAMINI,GUAMINI,BUENOS AIRES
FATRALO,063990399000010,063990399000010,-36.9597136,-62.8382735,GUAMINI,GUAMINI,BUENOS AIRES
CASEY,063990399000007,063990399000007,-36.71144907,-62.32096816,GUAMINI,GUAMINI,BUENOS AIRES
VICTORINO DE LA PLAZA,063990399000033,063990399000033,-36.6276983,-62.6766272,GUAMINI,GUAMINI,BUENOS AIRES
EL GAUCHITO,063990399000006,063990399000006,-36.8621813,-62.4994077,GUAMINI,GUAMINI,BUENOS AIRES
LAGUNA ALSINA,063990399050000,063990399050000,-36.80905244,-62.24514808,GUAMINI,GUAMINI,BUENOS AIRES
LA CUADRADA,063990399000014,063990399000014,-36.97055,-62.0869,GUAMINI,GUAMINI,BUENOS AIRES
LA NEVADA,063990399000022,063990399000022,-36.93797,-61.96075,GUAMINI,GUAMINI,BUENOS AIRES
LA ATREVIDA,063990399000013,063990399000013,-36.83466339,-62.47666168,GUAMINI,GUAMINI,BUENOS AIRES
ALAMOS,063990399000001,063990399000001,-36.8942337,-62.3563118,GUAMINI,GUAMINI,BUENOS AIRES
CASBAS,063990399020000,063990399020000,-36.75809534,-62.50177541,GUAMINI,GUAMINI,BUENOS AIRES
LA MARIA,063990399000021,063990399000021,-36.5378436,-62.5230189,GUAMINI,GUAMINI,BUENOS AIRES
LA INDIANA,063990399000019,063990399000019,-36.82514,-62.79523,GUAMINI,GUAMINI,BUENOS AIRES
LOS ANGELES,062100210030000,062100210030000,-34.4575064,-60.18018451,CHACABUCO,CHACABUCO,BUENOS AIRES
LA TABLADA,062100210000017,062100210000017,-34.5877361,-60.485011,CHACABUCO,CHACABUCO,BUENOS AIRES
LA DELIA,062100210000015,062100210000015,-34.6510832,-60.62368,CHACABUCO,CHACABUCO,BUENOS AIRES
SAN PATRICIO,062100210000029,062100210000029,-34.61564,-60.25137,CHACABUCO,CHACABUCO,BUENOS AIRES
MEMBRILLAR,062100210000024,062100210000024,-34.59264602,-60.60634558,CHACABUCO,CHACABUCO,BUENOS AIRES
LAS CAÑAS,062100210000022,062100210000022,-34.78227,-60.53333,CHACABUCO,CHACABUCO,BUENOS AIRES
CUARTEL I,062100210000007,062100210000007,-34.6947159,-60.4717389,CHACABUCO,CHACABUCO,BUENOS AIRES
CHACABUCO,062100210020000,062100210020000,-34.6429844,-60.47018435,CHACABUCO,CHACABUCO,BUENOS AIRES
COLIQUEO,062100210000005,062100210000005,-34.6600434,-60.5366433,CHACABUCO,CHACABUCO,BUENOS AIRES
INGENIERO SILVEYRA,062100210000013,062100210000013,-34.5155723,-60.2188365,CHACABUCO,CHACABUCO,BUENOS AIRES
RAWSON,062100210050000,062100210050000,-34.60863743,-60.06771068,CHACABUCO,CHACABUCO,BUENOS AIRES
RUTA NACIONAL 7 KM 205,062100210000028,062100210000028,-34.61134754,-60.44517562,CHACABUCO,CHACABUCO,BUENOS AIRES
MEDANOS BLANCOS,062100210000023,062100210000023,-34.7631375,-60.2385358,CHACABUCO,CHACABUCO,BUENOS AIRES
CASTILLA,062100210010000,062100210010000,-34.6131247,-59.90051946,CHACABUCO,CHACABUCO,BUENOS AIRES
CUARTEL IV,062100210000008,062100210000008,-34.7936922,-60.3986485,CHACABUCO,CHACABUCO,BUENOS AIRES
O'HIGGINS,062100210040000,062100210040000,-34.58547079,-60.69863258,CHACABUCO,CHACABUCO,BUENOS AIRES
EL TEJADO,062100210000012,062100210000012,-34.7625627,-60.5806973,CHACABUCO,CHACABUCO,BUENOS AIRES
CIRCUNSCRIPCION I SERIE H,062100210000004,062100210000004,-34.66495,-60.44139,CHACABUCO,CHACABUCO,BUENOS AIRES
LA VERDE,062100210000018,062100210000018,-34.4991375,-60.5639829,CHACABUCO,CHACABUCO,BUENOS AIRES
SAUCE VERDE,062100210000031,062100210000031,-34.6556733,-60.404273,CHACABUCO,CHACABUCO,BUENOS AIRES
SAN VICENTE,062100210000030,062100210000030,-34.7604368,-60.3258427,CHACABUCO,CHACABUCO,BUENOS AIRES
LA VICTORIA,062100210000019,062100210000019,-34.67999,-60.34591,CHACABUCO,CHACABUCO,BUENOS AIRES
CUCHA CUCHA,062100210000009,062100210000009,-34.62261,-60.40736,CHACABUCO,CHACABUCO,BUENOS AIRES
CAMET,063570357110001,063570357110001,-37.91307639,-57.55246385,GENERAL PUEYRREDON,GENERAL PUEYRREDON,BUENOS AIRES
SANTA ISABEL,063570357000024,063570357000024,-38.1317989,-57.7427587,GENERAL PUEYRREDON,GENERAL PUEYRREDON,BUENOS AIRES
SIERRA DE LOS PADRES,063570357120004,063570357120004,-37.95048507,-57.77746966,GENERAL PUEYRREDON,GENERAL PUEYRREDON,BUENOS AIRES
BARRIO SANTA  PAULA,063570357060000,063570357060000,-37.93171578,-57.68316203,GENERAL PUEYRREDON,GENERAL PUEYRREDON,BUENOS AIRES
LAGUNA DE LOS PADRES,063570357000013,063570357000013,-37.9309012,-57.7077287,GENERAL PUEYRREDON,GENERAL PUEYRREDON,BUENOS AIRES
ESTACION CAMET,063570357110002,063570357110002,-37.88866524,-57.60001215,GENERAL PUEYRREDON,GENERAL PUEYRREDON,BUENOS AIRES
LA BRAVA,063570357000010,063570357000010,-37.89927292,-57.97580722,GENERAL PUEYRREDON,GENERAL PUEYRREDON,BUENOS AIRES
EL DORADO,063570357000005,063570357000005,-37.8687706,-57.93593216,GENERAL PUEYRREDON,GENERAL PUEYRREDON,BUENOS AIRES
BARRIO EL CASAL,063570357110005,063570357110005,-37.83241452,-57.63111555,GENERAL PUEYRREDON,GENERAL PUEYRREDON,BUENOS AIRES
COLONIA BARRAGAN,063570357000002,063570357000002,-37.80766254,-57.62989086,GENERAL PUEYRREDON,GENERAL PUEYRREDON,BUENOS AIRES
ESTACION CHAPADMALAL,063570357100000,063570357100000,-38.03672773,-57.71298974,GENERAL PUEYRREDON,GENERAL PUEYRREDON,BUENOS AIRES
LOMA ALTA,063570357000017,063570357000017,-37.8917605,-57.71681966,GENERAL PUEYRREDON,GENERAL PUEYRREDON,BUENOS AIRES
LA PEREGRINA,063570357000012,063570357000012,-37.93843842,-57.80395508,GENERAL PUEYRREDON,GENERAL PUEYRREDON,BUENOS AIRES
LAS DOS MARIAS,063570357000015,063570357000015,-38.01334118,-57.66192028,GENERAL PUEYRREDON,GENERAL PUEYRREDON,BUENOS AIRES
MAR DEL PLATA,063570357110003,063570357110003,-38.01209148,-57.60649472,GENERAL PUEYRREDON,GENERAL PUEYRREDON,BUENOS AIRES
QUINTAS DE PERALTA RAMOS,063570357000022,063570357000022,-38.08521268,-57.6323496,GENERAL PUEYRREDON,GENERAL PUEYRREDON,BUENOS AIRES
BARRIO LA GLORIA,063570357050000,063570357050000,-37.90682683,-57.78588606,GENERAL PUEYRREDON,GENERAL PUEYRREDON,BUENOS AIRES
CHAPADMALAL,063570357080000,063570357080000,-38.17577793,-57.651339,GENERAL PUEYRREDON,GENERAL PUEYRREDON,BUENOS AIRES
LAS HERMANAS,063570357000016,063570357000016,-37.8110691,-57.8448886,GENERAL PUEYRREDON,GENERAL PUEYRREDON,BUENOS AIRES
BARRIO EL COYUNCO,063570357120002,063570357120002,-37.90508101,-57.73918241,GENERAL PUEYRREDON,GENERAL PUEYRREDON,BUENOS AIRES
EL SIGLO,063570357000006,063570357000006,-37.9927475,-57.922082,GENERAL PUEYRREDON,GENERAL PUEYRREDON,BUENOS AIRES
BARRIO COLINAS VERDES,063570357120001,063570357120001,-37.89310248,-57.82616456,GENERAL PUEYRREDON,GENERAL PUEYRREDON,BUENOS AIRES
BARRIO EL BOQUERON,063570357020000,063570357020000,-38.02972292,-57.79954851,GENERAL PUEYRREDON,GENERAL PUEYRREDON,BUENOS AIRES
BATAN,063570357070000,063570357070000,-38.00862116,-57.70855004,GENERAL PUEYRREDON,GENERAL PUEYRREDON,BUENOS AIRES
EL MARQUESADO,063570357090000,063570357090000,-38.23693125,-57.76341808,GENERAL PUEYRREDON,GENERAL PUEYRREDON,BUENOS AIRES
PUNTA MOGOTES,063570357110004,063570357110004,-38.08337743,-57.58593509,GENERAL PUEYRREDON,GENERAL PUEYRREDON,BUENOS AIRES
VILLA ASTOLFI,066380638040013,066380638040013,-34.48589835,-58.87683357,PILAR,PILAR,BUENOS AIRES
MAQUINISTA F. SAVIO (OESTE),066380638040007,066380638040007,-34.41061726,-58.78217011,PILAR,PILAR,BUENOS AIRES
TORTUGUITAS,066380638040012,066380638040012,-34.45780617,-58.76209072,PILAR,PILAR,BUENOS AIRES
LOS CACHORROS,066380638040004,066380638040004,-34.42500283,-58.7950004,PILAR,PILAR,BUENOS AIRES
ROBERTO DE VICENZO,066380638040010,066380638040010,-34.43696528,-58.76699418,PILAR,PILAR,BUENOS AIRES
LA LONJA,066380638040003,066380638040003,-34.44481494,-58.83937309,PILAR,PILAR,BUENOS AIRES
FATIMA,066380638040002,066380638040002,-34.40725758,-58.97469129,PILAR,PILAR,BUENOS AIRES
MANZONE,066380638040006,066380638040006,-34.52873088,-58.87759951,PILAR,PILAR,BUENOS AIRES
PILAR,066380638040008,066380638040008,-34.46633184,-58.92271979,PILAR,PILAR,BUENOS AIRES
BARRIO PARQUE ALMIRANTE IRIZAR,066380638000001,066380638000001,-34.42200558,-58.95283788,PILAR,PILAR,BUENOS AIRES
MANZANARES,066380638040005,066380638040005,-34.45263093,-59.01366066,PILAR,PILAR,BUENOS AIRES
DEL VISO,066380638040001,066380638040001,-34.44940095,-58.80091197,PILAR,PILAR,BUENOS AIRES
SANTA TERESA,066380638040011,066380638040011,-34.43669142,-58.75734702,PILAR,PILAR,BUENOS AIRES
ZELAYA,066380638040015,066380638040015,-34.36571828,-58.89369609,PILAR,PILAR,BUENOS AIRES
PRESIDENTE DERQUI,066380638040009,066380638040009,-34.49286169,-58.84169852,PILAR,PILAR,BUENOS AIRES
VILLA ROSA,066380638040014,066380638040014,-34.40773271,-58.85393458,PILAR,PILAR,BUENOS AIRES
CLUB DE CAMPO LARENA - LOS QUINCHOS,066380638000003,066380638000003,-34.39114127,-59.00073321,PILAR,PILAR,BUENOS AIRES
DOS HERMANOS,063510351000002,063510351000002,-34.47186661,-62.09264755,GENERAL PINTO,GENERAL PINTO,BUENOS AIRES
COLONIA GENERAL PINTO,063510351000001,063510351000001,-34.8011277,-61.8636453,GENERAL PINTO,GENERAL PINTO,BUENOS AIRES
LOS CALLEJONES,063510351000010,063510351000010,-34.75596,-62.18387,GENERAL PINTO,GENERAL PINTO,BUENOS AIRES
DUSSAUD,063510351000003,063510351000003,-34.7922211,-61.7788899,GENERAL PINTO,GENERAL PINTO,BUENOS AIRES
VILLA FRANCIA,063510351040000,063510351040000,-34.79131602,-62.20110907,GENERAL PINTO,GENERAL PINTO,BUENOS AIRES
EL PEREGRINO,063510351000004,063510351000004,-34.59574509,-62.12181473,GENERAL PINTO,GENERAL PINTO,BUENOS AIRES
SANTA ANGELA,063510351000014,063510351000014,-34.85986,-61.87374,GENERAL PINTO,GENERAL PINTO,BUENOS AIRES
GENERAL PINTO,063510351020000,063510351020000,-34.76415599,-61.89006749,GENERAL PINTO,GENERAL PINTO,BUENOS AIRES
VILLA ROTH,063510351050000,063510351050000,-34.57983023,-62.17104892,GENERAL PINTO,GENERAL PINTO,BUENOS AIRES
LA MARGARITA,063510351000008,063510351000008,-34.5284039,-62.0821514,GENERAL PINTO,GENERAL PINTO,BUENOS AIRES
GERMANIA,063510351030000,063510351030000,-34.57611183,-62.05183069,GENERAL PINTO,GENERAL PINTO,BUENOS AIRES
PAZOS KANKI,063510351000012,063510351000012,-34.72372,-62.0962,GENERAL PINTO,GENERAL PINTO,BUENOS AIRES
PERISEE,063510351000013,063510351000013,-34.748565,-61.8409659,GENERAL PINTO,GENERAL PINTO,BUENOS AIRES
GUNTHER,063510351035000,063510351035000,-34.59949953,-61.91649891,GENERAL PINTO,GENERAL PINTO,BUENOS AIRES
COLONIA SAN RICARDO,063510351010000,063510351010000,-34.41621373,-61.92801418,GENERAL PINTO,GENERAL PINTO,BUENOS AIRES
FLORIDA,068610861010002,068610861010002,-34.53274326,-58.49109796,VICENTE LOPEZ,VICENTE LOPEZ,BUENOS AIRES
LA LUCILA,068610861010004,068610861010004,-34.49854333,-58.48658249,VICENTE LOPEZ,VICENTE LOPEZ,BUENOS AIRES
MUNRO,068610861010005,068610861010005,-34.52726231,-58.52550606,VICENTE LOPEZ,VICENTE LOPEZ,BUENOS AIRES
OLIVOS,068610861010006,068610861010006,-34.51216143,-58.49854442,VICENTE LOPEZ,VICENTE LOPEZ,BUENOS AIRES
VILLA ADELINA,068610861010008,068610861010008,-34.52875965,-58.54602426,VICENTE LOPEZ,VICENTE LOPEZ,BUENOS AIRES
VILLA MARTELLI,068610861010009,068610861010009,-34.55259795,-58.50914326,VICENTE LOPEZ,VICENTE LOPEZ,BUENOS AIRES
FLORIDA OESTE,068610861010003,068610861010003,-34.53942234,-58.51481379,VICENTE LOPEZ,VICENTE LOPEZ,BUENOS AIRES
VICENTE LOPEZ,068610861010007,068610861010007,-34.52553675,-58.4736495,VICENTE LOPEZ,VICENTE LOPEZ,BUENOS AIRES
CARAPACHAY,068610861010001,068610861010001,-34.52591497,-58.53576394,VICENTE LOPEZ,VICENTE LOPEZ,BUENOS AIRES
LONKOY,063150315000022,063150315000022,-37.202106,-57.4168401,GENERAL JUAN MADARIAGA,GENERAL JUAN MADARIAGA,BUENOS AIRES
EL MODELO,063150315000008,063150315000008,-36.97482938,-57.15419048,GENERAL JUAN MADARIAGA,GENERAL JUAN MADARIAGA,BUENOS AIRES
LOS ZORZALES,063150315000023,063150315000023,-36.9515672,-57.0925546,GENERAL JUAN MADARIAGA,GENERAL JUAN MADARIAGA,BUENOS AIRES
TRELLES,063150315000030,063150315000030,-37.3508571,-57.4659245,GENERAL JUAN MADARIAGA,GENERAL JUAN MADARIAGA,BUENOS AIRES
MEDALAND,063150315000025,063150315000025,-37.41266985,-57.21112874,GENERAL JUAN MADARIAGA,GENERAL JUAN MADARIAGA,BUENOS AIRES
LA FLORIDA,063150315000021,063150315000021,-37.1158188,-57.1679508,GENERAL JUAN MADARIAGA,GENERAL JUAN MADARIAGA,BUENOS AIRES
LA FELICIDAD,063150315000020,063150315000020,-37.1922666,-57.5504315,GENERAL JUAN MADARIAGA,GENERAL JUAN MADARIAGA,BUENOS AIRES
GENERAL JUAN MADARIAGA,063150315010002,063150315010002,-36.996773,-57.13747691,GENERAL JUAN MADARIAGA,GENERAL JUAN MADARIAGA,BUENOS AIRES
INVERNADAS,063150315000015,063150315000015,-36.950082,-57.231462,GENERAL JUAN MADARIAGA,GENERAL JUAN MADARIAGA,BUENOS AIRES
BARRIO KENNEDY,063150315010001,063150315010001,-37.00622177,-57.14172559,GENERAL JUAN MADARIAGA,GENERAL JUAN MADARIAGA,BUENOS AIRES
COLONIA TIO DOMINGO,063150315000003,063150315000003,-37.02462769,-56.95607376,GENERAL JUAN MADARIAGA,GENERAL JUAN MADARIAGA,BUENOS AIRES
JUAN CHICO,063150315000017,063150315000017,-36.9071257,-57.199715,GENERAL JUAN MADARIAGA,GENERAL JUAN MADARIAGA,BUENOS AIRES
EL CARDALITO,063150315000005,063150315000005,-37.0895031,-57.3784537,GENERAL JUAN MADARIAGA,GENERAL JUAN MADARIAGA,BUENOS AIRES
SANTA LA VICTORIA,063150315000027,063150315000027,-37.0505963,-57.1208502,GENERAL JUAN MADARIAGA,GENERAL JUAN MADARIAGA,BUENOS AIRES
SANTA YOLA,063150315000028,063150315000028,-37.0444176,-57.0622156,GENERAL JUAN MADARIAGA,GENERAL JUAN MADARIAGA,BUENOS AIRES
MACEDO,063150315000024,063150315000024,-37.2631732,-57.2100286,GENERAL JUAN MADARIAGA,GENERAL JUAN MADARIAGA,BUENOS AIRES
NUEVA GRANADA,067070707000025,067070707000025,-35.5801859,-59.8586723,SALADILLO,SALADILLO,BUENOS AIRES
DEL CARRIL,067070707040000,067070707040000,-35.51271723,-59.5158202,SALADILLO,SALADILLO,BUENOS AIRES
EMILIANO REYNOSO,067070707000012,067070707000012,-35.5364063,-59.8604326,SALADILLO,SALADILLO,BUENOS AIRES
SALADILLO NORTE,067070707000027,067070707000027,-35.608752,-59.79383,SALADILLO,SALADILLO,BUENOS AIRES
SAN BLAS,067070707000029,067070707000029,-35.5435797,-59.6995418,SALADILLO,SALADILLO,BUENOS AIRES
DAMAS DE LA MISERICORDIA,067070707000007,067070707000007,-35.57929,-59.77465,SALADILLO,SALADILLO,BUENOS AIRES
ACUÑA,067070707000001,067070707000001,-35.6504504,-59.8096018,SALADILLO,SALADILLO,BUENOS AIRES
ALVAREZ DE TOLEDO,067070707010000,067070707010000,-35.63916092,-59.62923834,SALADILLO,SALADILLO,BUENOS AIRES
LOS GUAYCOS,067070707000023,067070707000023,-35.56692,-59.43963001,SALADILLO,SALADILLO,BUENOS AIRES
LA CAMPANA,067070707000018,067070707000018,-35.73963,-59.65302,SALADILLO,SALADILLO,BUENOS AIRES
CAZON,067070707030000,067070707030000,-35.5768032,-59.66450376,SALADILLO,SALADILLO,BUENOS AIRES
SAN BENITO,067070707000028,067070707000028,-35.6681262,-59.8863734,SALADILLO,SALADILLO,BUENOS AIRES
LA GARITA,067070707000013,067070707000013,-35.6409262,-59.7742664,SALADILLO,SALADILLO,BUENOS AIRES
EL ARENAL DEL CARMEN,067070707000008,067070707000008,-35.685592,-60.1005982,SALADILLO,SALADILLO,BUENOS AIRES
POLVAREDAS,067070707050000,067070707050000,-35.59390723,-59.50797349,SALADILLO,SALADILLO,BUENOS AIRES
EL NARANJO,067070707000010,067070707000010,-35.5710586,-59.9701915,SALADILLO,SALADILLO,BUENOS AIRES
LA FORTUNA,067070707000019,067070707000019,-35.5046535,-59.6568722,SALADILLO,SALADILLO,BUENOS AIRES
MARIA ANTONIETA,067070707000024,067070707000024,-35.7069881,-59.5466503,SALADILLO,SALADILLO,BUENOS AIRES
RENACO,067070707000026,067070707000026,-35.62278745,-59.53316574,SALADILLO,SALADILLO,BUENOS AIRES
EL PUENTE,067070707000011,067070707000011,-35.4603636,-59.5772119,SALADILLO,SALADILLO,BUENOS AIRES
ATUCHA,067070707000002,067070707000002,-35.5393828,-59.7763591,SALADILLO,SALADILLO,BUENOS AIRES
EL MANGRULLO,067070707000009,067070707000009,-35.7662444,-60.0395255,SALADILLO,SALADILLO,BUENOS AIRES
BLAQUIER,067070707000003,067070707000003,-35.76770074,-59.30386429,SALADILLO,SALADILLO,BUENOS AIRES
LA ARGENTINA,067070707000015,067070707000015,-35.6923572,-59.4561347,SALADILLO,SALADILLO,BUENOS AIRES
LA MARGARITA,067070707000020,067070707000020,-35.6049561,-59.9302997,SALADILLO,SALADILLO,BUENOS AIRES
LA BLANQUEADA,067070707000017,067070707000017,-35.66865,-59.73758,SALADILLO,SALADILLO,BUENOS AIRES
CUARTEL I,067070707000006,067070707000006,-35.602851,-59.7406808,SALADILLO,SALADILLO,BUENOS AIRES
CAMPO VELA,067070707000004,067070707000004,-35.56105,-59.57429001,SALADILLO,SALADILLO,BUENOS AIRES
SAN PEDRO,067070707000030,067070707000030,-35.79299164,-59.48617936,SALADILLO,SALADILLO,BUENOS AIRES
LA BARRANCOSA,067070707000016,067070707000016,-35.813497,-59.9082616,SALADILLO,SALADILLO,BUENOS AIRES
SALADILLO,067070707060000,067070707060000,-35.64042988,-59.77905898,SALADILLO,SALADILLO,BUENOS AIRES
CHOSOICO-ALGARRO,068750875000003,068750875000003,-38.7426179,-63.1062383,VILLARINO,VILLARINO,BUENOS AIRES
LEJARRAGA,068750875000043,068750875000043,-39.3670833,-62.8442687,VILLARINO,VILLARINO,BUENOS AIRES
COLONIA SAN ENRIQUE,068750875000014,068750875000014,-39.4124142,-63.0401743,VILLARINO,VILLARINO,BUENOS AIRES
ARGERICH,068750875010000,068750875010000,-38.76865608,-62.60252768,VILLARINO,VILLARINO,BUENOS AIRES
LOS ACEBOS,068750875000044,068750875000044,-39.6156519,-62.4704663,VILLARINO,VILLARINO,BUENOS AIRES
SAN JOSE,068750875000060,068750875000060,-39.5378991,-62.575122,VILLARINO,VILLARINO,BUENOS AIRES
COLONIA CRAICO,068750875000006,068750875000006,-38.8351017,-63.3084367,VILLARINO,VILLARINO,BUENOS AIRES
EL ALBA,068750875000017,068750875000017,-39.4846833,-62.501435,VILLARINO,VILLARINO,BUENOS AIRES
SALINA LAS BARRANCAS,068750875000057,068750875000057,-38.77648396,-62.9790214,VILLARINO,VILLARINO,BUENOS AIRES
JUAN COUSTE,068750875040000,068750875040000,-38.89426042,-63.13615819,VILLARINO,VILLARINO,BUENOS AIRES
COLONIA LEJARRETA,068750875000010,068750875000010,-39.36857668,-62.84415497,VILLARINO,VILLARINO,BUENOS AIRES
